item_category,view_count,buy_count,conversion_rate
11767,5.0,1.0,0.2
158,30.0,6.0,0.2
4985,10.0,2.0,0.2
6501,5.0,1.0,0.2
8028,5.0,1.0,0.2
8821,5.0,1.0,0.2
9560,10.0,2.0,0.2
6488,5.0,1.0,0.2
12846,10.0,2.0,0.2
6894,5.0,1.0,0.2
3811,5.0,1.0,0.2
6469,35.0,7.0,0.2
11867,5.0,1.0,0.2
10557,15.0,3.0,0.2
7115,5.0,1.0,0.2
8843,5.0,1.0,0.2
12794,5.0,1.0,0.2
3035,15.0,3.0,0.2
4401,5.0,1.0,0.2
2559,5.0,1.0,0.2
636,5.0,1.0,0.2
4223,5.0,1.0,0.2
5936,10.0,2.0,0.2
7634,5.0,1.0,0.2
2670,10.0,2.0,0.2
937,5.0,1.0,0.2
2755,10.0,2.0,0.2
331,5.0,1.0,0.2
12269,10.0,2.0,0.2
5062,10.0,2.0,0.2
13677,10.0,2.0,0.2
12616,5.0,1.0,0.2
8241,5.0,1.0,0.2
9604,5.0,1.0,0.2
7125,81.0,16.0,0.19753086419753085
564,51.0,10.0,0.19607843137254902
3542,36.0,7.0,0.19444444444444445
145,26.0,5.0,0.19230769230769232
4776,267.0,51.0,0.19101123595505617
5586,42.0,8.0,0.19047619047619047
11704,37.0,7.0,0.1891891891891892
4692,53.0,10.0,0.18867924528301888
13585,16.0,3.0,0.1875
10205,16.0,3.0,0.1875
1393,27.0,5.0,0.18518518518518517
10456,241.0,44.0,0.1825726141078838
2229,44.0,8.0,0.18181818181818182
4596,11.0,2.0,0.18181818181818182
2239,11.0,2.0,0.18181818181818182
1157,33.0,6.0,0.18181818181818182
572,11.0,2.0,0.18181818181818182
5746,290.0,52.0,0.1793103448275862
11029,28.0,5.0,0.17857142857142858
8443,28.0,5.0,0.17857142857142858
10058,17.0,3.0,0.17647058823529413
3564,17.0,3.0,0.17647058823529413
8002,23.0,4.0,0.17391304347826086
12256,23.0,4.0,0.17391304347826086
4751,228.0,39.0,0.17105263157894737
9570,41.0,7.0,0.17073170731707318
11282,160.0,27.0,0.16875
3838,83.0,14.0,0.1686746987951807
13290,6.0,1.0,0.16666666666666666
12400,12.0,2.0,0.16666666666666666
9393,6.0,1.0,0.16666666666666666
3782,12.0,2.0,0.16666666666666666
7456,6.0,1.0,0.16666666666666666
2975,12.0,2.0,0.16666666666666666
9467,6.0,1.0,0.16666666666666666
10859,6.0,1.0,0.16666666666666666
10252,6.0,1.0,0.16666666666666666
2098,6.0,1.0,0.16666666666666666
13182,6.0,1.0,0.16666666666666666
506,6.0,1.0,0.16666666666666666
8091,12.0,2.0,0.16666666666666666
6878,6.0,1.0,0.16666666666666666
306,6.0,1.0,0.16666666666666666
13946,12.0,2.0,0.16666666666666666
12523,6.0,1.0,0.16666666666666666
5957,12.0,2.0,0.16666666666666666
13950,6.0,1.0,0.16666666666666666
12642,12.0,2.0,0.16666666666666666
2340,6.0,1.0,0.16666666666666666
7774,6.0,1.0,0.16666666666666666
4633,6.0,1.0,0.16666666666666666
2383,6.0,1.0,0.16666666666666666
3930,6.0,1.0,0.16666666666666666
5479,6.0,1.0,0.16666666666666666
5486,6.0,1.0,0.16666666666666666
2235,6.0,1.0,0.16666666666666666
12694,6.0,1.0,0.16666666666666666
4745,6.0,1.0,0.16666666666666666
8899,6.0,1.0,0.16666666666666666
12933,6.0,1.0,0.16666666666666666
13998,6.0,1.0,0.16666666666666666
2412,6.0,1.0,0.16666666666666666
2410,73.0,12.0,0.1643835616438356
4411,55.0,9.0,0.16363636363636364
13498,31.0,5.0,0.16129032258064516
5453,87.0,14.0,0.16091954022988506
8579,107.0,17.0,0.1588785046728972
9727,126.0,20.0,0.15873015873015872
8314,19.0,3.0,0.15789473684210525
7717,89.0,14.0,0.15730337078651685
10101,51.0,8.0,0.1568627450980392
11779,51.0,8.0,0.1568627450980392
11953,32.0,5.0,0.15625
10873,97.0,15.0,0.15463917525773196
14073,110.0,17.0,0.15454545454545454
13649,13.0,2.0,0.15384615384615385
3958,13.0,2.0,0.15384615384615385
13889,13.0,2.0,0.15384615384615385
5428,13.0,2.0,0.15384615384615385
1243,13.0,2.0,0.15384615384615385
1413,13.0,2.0,0.15384615384615385
13781,13.0,2.0,0.15384615384615385
6503,26.0,4.0,0.15384615384615385
9462,26.0,4.0,0.15384615384615385
8110,26.0,4.0,0.15384615384615385
3654,137.0,21.0,0.15328467153284672
4990,46.0,7.0,0.15217391304347827
12689,20.0,3.0,0.15
14055,20.0,3.0,0.15
7116,20.0,3.0,0.15
5684,40.0,6.0,0.15
2030,20.0,3.0,0.15
4267,20.0,3.0,0.15
5109,20.0,3.0,0.15
4302,80.0,12.0,0.15
11443,54.0,8.0,0.14814814814814814
1480,34.0,5.0,0.14705882352941177
4963,293.0,43.0,0.14675767918088736
13135,75.0,11.0,0.14666666666666667
10121,1487.0,218.0,0.14660390047074648
7399,41.0,6.0,0.14634146341463414
4226,41.0,6.0,0.14634146341463414
5717,48.0,7.0,0.14583333333333334
7419,103.0,15.0,0.14563106796116504
2156,69.0,10.0,0.14492753623188406
6863,194.0,28.0,0.14432989690721648
13696,208.0,30.0,0.14423076923076922
6836,153.0,22.0,0.1437908496732026
6812,21.0,3.0,0.14285714285714285
9251,28.0,4.0,0.14285714285714285
10868,7.0,1.0,0.14285714285714285
6499,35.0,5.0,0.14285714285714285
8938,28.0,4.0,0.14285714285714285
12492,14.0,2.0,0.14285714285714285
7892,14.0,2.0,0.14285714285714285
5392,28.0,4.0,0.14285714285714285
8972,7.0,1.0,0.14285714285714285
3584,91.0,13.0,0.14285714285714285
10153,14.0,2.0,0.14285714285714285
4098,7.0,1.0,0.14285714285714285
11786,14.0,2.0,0.14285714285714285
13684,7.0,1.0,0.14285714285714285
5432,14.0,2.0,0.14285714285714285
6280,7.0,1.0,0.14285714285714285
7439,7.0,1.0,0.14285714285714285
11344,14.0,2.0,0.14285714285714285
1078,7.0,1.0,0.14285714285714285
11099,7.0,1.0,0.14285714285714285
1993,21.0,3.0,0.14285714285714285
11849,7.0,1.0,0.14285714285714285
2852,14.0,2.0,0.14285714285714285
1696,7.0,1.0,0.14285714285714285
10608,21.0,3.0,0.14285714285714285
2088,7.0,1.0,0.14285714285714285
8360,7.0,1.0,0.14285714285714285
1680,7.0,1.0,0.14285714285714285
4430,7.0,1.0,0.14285714285714285
6416,7.0,1.0,0.14285714285714285
3242,28.0,4.0,0.14285714285714285
8690,28.0,4.0,0.14285714285714285
8101,7.0,1.0,0.14285714285714285
7577,28.0,4.0,0.14285714285714285
12255,7.0,1.0,0.14285714285714285
5138,7.0,1.0,0.14285714285714285
2428,7.0,1.0,0.14285714285714285
3101,7.0,1.0,0.14285714285714285
7059,7.0,1.0,0.14285714285714285
5897,142.0,20.0,0.14084507042253522
3631,185.0,26.0,0.14054054054054055
12545,43.0,6.0,0.13953488372093023
13040,58.0,8.0,0.13793103448275862
12657,88.0,12.0,0.13636363636363635
10421,22.0,3.0,0.13636363636363635
12346,44.0,6.0,0.13636363636363635
5031,22.0,3.0,0.13636363636363635
2848,66.0,9.0,0.13636363636363635
4959,22.0,3.0,0.13636363636363635
11678,44.0,6.0,0.13636363636363635
994,37.0,5.0,0.13513513513513514
28,37.0,5.0,0.13513513513513514
10761,209.0,28.0,0.1339712918660287
4119,45.0,6.0,0.13333333333333333
10150,15.0,2.0,0.13333333333333333
2937,30.0,4.0,0.13333333333333333
12502,15.0,2.0,0.13333333333333333
1498,15.0,2.0,0.13333333333333333
781,15.0,2.0,0.13333333333333333
2047,15.0,2.0,0.13333333333333333
4603,30.0,4.0,0.13333333333333333
1689,15.0,2.0,0.13333333333333333
12687,30.0,4.0,0.13333333333333333
1371,15.0,2.0,0.13333333333333333
5132,68.0,9.0,0.1323529411764706
7674,68.0,9.0,0.1323529411764706
5755,38.0,5.0,0.13157894736842105
13932,651.0,85.0,0.130568356374808
4696,23.0,3.0,0.13043478260869565
13005,23.0,3.0,0.13043478260869565
1150,139.0,18.0,0.12949640287769784
13441,85.0,11.0,0.12941176470588237
8171,171.0,22.0,0.1286549707602339
9432,70.0,9.0,0.12857142857142856
11529,179.0,23.0,0.12849162011173185
892,117.0,15.0,0.1282051282051282
6442,117.0,15.0,0.1282051282051282
13148,86.0,11.0,0.12790697674418605
2946,47.0,6.0,0.1276595744680851
9490,55.0,7.0,0.12727272727272726
9111,63.0,8.0,0.12698412698412698
4373,71.0,9.0,0.1267605633802817
4115,71.0,9.0,0.1267605633802817
11091,301.0,38.0,0.12624584717607973
1805,151.0,19.0,0.12582781456953643
7118,8.0,1.0,0.125
7861,8.0,1.0,0.125
2821,8.0,1.0,0.125
12075,16.0,2.0,0.125
1663,32.0,4.0,0.125
734,8.0,1.0,0.125
3816,16.0,2.0,0.125
7962,8.0,1.0,0.125
8834,16.0,2.0,0.125
6463,24.0,3.0,0.125
13077,32.0,4.0,0.125
11969,16.0,2.0,0.125
6345,8.0,1.0,0.125
3555,80.0,10.0,0.125
1531,8.0,1.0,0.125
3320,8.0,1.0,0.125
9108,16.0,2.0,0.125
5202,8.0,1.0,0.125
6665,8.0,1.0,0.125
13002,8.0,1.0,0.125
343,32.0,4.0,0.125
4472,32.0,4.0,0.125
4730,8.0,1.0,0.125
3490,8.0,1.0,0.125
1096,520.0,65.0,0.125
8477,8.0,1.0,0.125
9655,32.0,4.0,0.125
5851,8.0,1.0,0.125
12853,16.0,2.0,0.125
4580,8.0,1.0,0.125
11252,8.0,1.0,0.125
14068,16.0,2.0,0.125
5035,8.0,1.0,0.125
3025,8.0,1.0,0.125
13251,8.0,1.0,0.125
602,8.0,1.0,0.125
1921,8.0,1.0,0.125
1922,8.0,1.0,0.125
12896,8.0,1.0,0.125
8524,16.0,2.0,0.125
9566,8.0,1.0,0.125
10845,8.0,1.0,0.125
9457,273.0,34.0,0.12454212454212454
12735,113.0,14.0,0.12389380530973451
10138,122.0,15.0,0.12295081967213115
6064,302.0,37.0,0.12251655629139073
192,98.0,12.0,0.12244897959183673
8242,41.0,5.0,0.12195121951219512
13200,82.0,10.0,0.12195121951219512
7822,74.0,9.0,0.12162162162162163
2510,206.0,25.0,0.12135922330097088
9093,99.0,12.0,0.12121212121212122
8754,33.0,4.0,0.12121212121212122
10206,83.0,10.0,0.12048192771084337
689,108.0,13.0,0.12037037037037036
12905,50.0,6.0,0.12
912,25.0,3.0,0.12
205,300.0,36.0,0.12
3129,25.0,3.0,0.12
8697,50.0,6.0,0.12
8400,25.0,3.0,0.12
4583,576.0,69.0,0.11979166666666667
1087,67.0,8.0,0.11940298507462686
10040,109.0,13.0,0.11926605504587157
2702,84.0,10.0,0.11904761904761904
2493,59.0,7.0,0.11864406779661017
13483,59.0,7.0,0.11864406779661017
13570,152.0,18.0,0.11842105263157894
5919,491.0,58.0,0.11812627291242363
2819,34.0,4.0,0.11764705882352941
8882,17.0,2.0,0.11764705882352941
139,17.0,2.0,0.11764705882352941
10522,51.0,6.0,0.11764705882352941
4466,170.0,20.0,0.11764705882352941
5626,17.0,2.0,0.11764705882352941
3031,17.0,2.0,0.11764705882352941
5628,34.0,4.0,0.11764705882352941
8952,17.0,2.0,0.11764705882352941
1579,17.0,2.0,0.11764705882352941
9800,17.0,2.0,0.11764705882352941
9885,77.0,9.0,0.11688311688311688
11720,86.0,10.0,0.11627906976744186
3033,86.0,10.0,0.11627906976744186
1530,86.0,10.0,0.11627906976744186
7356,43.0,5.0,0.11627906976744186
3876,181.0,21.0,0.11602209944751381
2122,95.0,11.0,0.11578947368421053
7639,1161.0,134.0,0.11541774332472007
11861,52.0,6.0,0.11538461538461539
5640,52.0,6.0,0.11538461538461539
11585,52.0,6.0,0.11538461538461539
3803,26.0,3.0,0.11538461538461539
5827,130.0,15.0,0.11538461538461539
5856,26.0,3.0,0.11538461538461539
8611,87.0,10.0,0.11494252873563218
10405,61.0,7.0,0.11475409836065574
9117,96.0,11.0,0.11458333333333333
1357,35.0,4.0,0.11428571428571428
7928,877.0,100.0,0.11402508551881414
13365,307.0,35.0,0.11400651465798045
5947,44.0,5.0,0.11363636363636363
2322,44.0,5.0,0.11363636363636363
1404,53.0,6.0,0.11320754716981132
13548,327.0,37.0,0.11314984709480122
7021,862.0,97.0,0.11252900232018562
5844,89.0,10.0,0.11235955056179775
12123,232.0,26.0,0.11206896551724138
4560,1025.0,114.0,0.11121951219512195
3371,18.0,2.0,0.1111111111111111
7238,9.0,1.0,0.1111111111111111
4376,9.0,1.0,0.1111111111111111
13784,18.0,2.0,0.1111111111111111
13001,63.0,7.0,0.1111111111111111
1442,117.0,13.0,0.1111111111111111
5893,18.0,2.0,0.1111111111111111
568,9.0,1.0,0.1111111111111111
2134,9.0,1.0,0.1111111111111111
3546,45.0,5.0,0.1111111111111111
8845,9.0,1.0,0.1111111111111111
6029,9.0,1.0,0.1111111111111111
4050,63.0,7.0,0.1111111111111111
1784,9.0,1.0,0.1111111111111111
10485,18.0,2.0,0.1111111111111111
11389,18.0,2.0,0.1111111111111111
6123,9.0,1.0,0.1111111111111111
8344,144.0,16.0,0.1111111111111111
3749,9.0,1.0,0.1111111111111111
13964,18.0,2.0,0.1111111111111111
11521,54.0,6.0,0.1111111111111111
10028,27.0,3.0,0.1111111111111111
9935,18.0,2.0,0.1111111111111111
2761,18.0,2.0,0.1111111111111111
10899,18.0,2.0,0.1111111111111111
4394,36.0,4.0,0.1111111111111111
6539,9.0,1.0,0.1111111111111111
2269,27.0,3.0,0.1111111111111111
4048,18.0,2.0,0.1111111111111111
7770,36.0,4.0,0.1111111111111111
3447,9.0,1.0,0.1111111111111111
513,18.0,2.0,0.1111111111111111
11596,9.0,1.0,0.1111111111111111
4085,9.0,1.0,0.1111111111111111
5937,63.0,7.0,0.1111111111111111
32,9.0,1.0,0.1111111111111111
2892,18.0,2.0,0.1111111111111111
7051,18.0,2.0,0.1111111111111111
2191,18.0,2.0,0.1111111111111111
13540,36.0,4.0,0.1111111111111111
463,9.0,1.0,0.1111111111111111
12662,388.0,43.0,0.11082474226804123
5649,939.0,104.0,0.11075612353567625
13308,390.0,43.0,0.11025641025641025
4602,236.0,26.0,0.11016949152542373
6717,3388.0,373.0,0.11009445100354191
3359,200.0,22.0,0.11
9228,91.0,10.0,0.10989010989010989
13903,274.0,30.0,0.10948905109489052
1822,128.0,14.0,0.109375
2762,64.0,7.0,0.109375
1081,284.0,31.0,0.10915492957746478
10288,92.0,10.0,0.10869565217391304
3393,92.0,10.0,0.10869565217391304
7087,46.0,5.0,0.10869565217391304
9580,479.0,52.0,0.10855949895615867
14050,129.0,14.0,0.10852713178294573
12397,351.0,38.0,0.10826210826210826
11599,481.0,52.0,0.10810810810810811
5845,37.0,4.0,0.10810810810810811
6418,37.0,4.0,0.10810810810810811
4535,37.0,4.0,0.10810810810810811
9137,37.0,4.0,0.10810810810810811
10771,37.0,4.0,0.10810810810810811
1452,37.0,4.0,0.10810810810810811
2866,797.0,86.0,0.10790464240903387
7192,65.0,7.0,0.1076923076923077
583,325.0,35.0,0.1076923076923077
12327,270.0,29.0,0.10740740740740741
10680,28.0,3.0,0.10714285714285714
7488,28.0,3.0,0.10714285714285714
7804,84.0,9.0,0.10714285714285714
7883,75.0,8.0,0.10666666666666667
1227,75.0,8.0,0.10666666666666667
3171,244.0,26.0,0.10655737704918032
9139,113.0,12.0,0.10619469026548672
12129,66.0,7.0,0.10606060606060606
3460,19.0,2.0,0.10526315789473684
11527,19.0,2.0,0.10526315789473684
2093,19.0,2.0,0.10526315789473684
6375,95.0,10.0,0.10526315789473684
6373,38.0,4.0,0.10526315789473684
3103,162.0,17.0,0.10493827160493827
9416,67.0,7.0,0.1044776119402985
11703,67.0,7.0,0.1044776119402985
7576,115.0,12.0,0.10434782608695652
8409,770.0,80.0,0.1038961038961039
11150,77.0,8.0,0.1038961038961039
2914,58.0,6.0,0.10344827586206896
4385,87.0,9.0,0.10344827586206896
4354,58.0,6.0,0.10344827586206896
5319,725.0,75.0,0.10344827586206896
10482,29.0,3.0,0.10344827586206896
5726,29.0,3.0,0.10344827586206896
10979,262.0,27.0,0.10305343511450382
1722,136.0,14.0,0.10294117647058823
10254,68.0,7.0,0.10294117647058823
6974,205.0,21.0,0.1024390243902439
10179,166.0,17.0,0.10240963855421686
12351,98.0,10.0,0.10204081632653061
9499,59.0,6.0,0.1016949152542373
6638,69.0,7.0,0.10144927536231885
2966,139.0,14.0,0.10071942446043165
7522,70.0,7.0,0.1
4107,10.0,1.0,0.1
5210,10.0,1.0,0.1
5343,20.0,2.0,0.1
6688,10.0,1.0,0.1
2906,10.0,1.0,0.1
12684,20.0,2.0,0.1
7229,640.0,64.0,0.1
8112,10.0,1.0,0.1
68,10.0,1.0,0.1
3587,10.0,1.0,0.1
3323,30.0,3.0,0.1
504,90.0,9.0,0.1
522,100.0,10.0,0.1
9803,30.0,3.0,0.1
13648,20.0,2.0,0.1
5112,10.0,1.0,0.1
8719,10.0,1.0,0.1
1194,20.0,2.0,0.1
12496,10.0,1.0,0.1
3776,10.0,1.0,0.1
5208,80.0,8.0,0.1
111,10.0,1.0,0.1
4813,161.0,16.0,0.09937888198757763
5646,131.0,13.0,0.09923664122137404
8537,1242.0,123.0,0.09903381642512077
1287,132.0,13.0,0.09848484848484848
8371,640.0,63.0,0.0984375
2238,61.0,6.0,0.09836065573770492
13034,51.0,5.0,0.09803921568627451
2054,389.0,38.0,0.09768637532133675
1769,41.0,4.0,0.0975609756097561
2042,472.0,46.0,0.09745762711864407
6901,134.0,13.0,0.09701492537313433
1869,31.0,3.0,0.0967741935483871
11998,217.0,21.0,0.0967741935483871
11430,62.0,6.0,0.0967741935483871
4365,838.0,81.0,0.09665871121718377
1249,83.0,8.0,0.0963855421686747
1800,239.0,23.0,0.09623430962343096
11761,104.0,10.0,0.09615384615384616
398,52.0,5.0,0.09615384615384616
2362,198.0,19.0,0.09595959595959595
4762,115.0,11.0,0.09565217391304348
3924,566.0,54.0,0.09540636042402827
3362,21.0,2.0,0.09523809523809523
12701,42.0,4.0,0.09523809523809523
2199,105.0,10.0,0.09523809523809523
6999,21.0,2.0,0.09523809523809523
527,42.0,4.0,0.09523809523809523
13984,21.0,2.0,0.09523809523809523
1300,42.0,4.0,0.09523809523809523
10613,105.0,10.0,0.09523809523809523
2091,42.0,4.0,0.09523809523809523
4591,21.0,2.0,0.09523809523809523
4817,579.0,55.0,0.09499136442141623
12602,337.0,32.0,0.09495548961424333
3607,116.0,11.0,0.09482758620689655
10514,95.0,9.0,0.09473684210526316
634,190.0,18.0,0.09473684210526316
10679,74.0,7.0,0.0945945945945946
3324,677.0,64.0,0.09453471196454949
13783,191.0,18.0,0.09424083769633508
7996,96.0,9.0,0.09375
8684,32.0,3.0,0.09375
3537,375.0,35.0,0.09333333333333334
4647,75.0,7.0,0.09333333333333334
3579,43.0,4.0,0.09302325581395349
3632,43.0,4.0,0.09302325581395349
5795,43.0,4.0,0.09302325581395349
6485,129.0,12.0,0.09302325581395349
5004,140.0,13.0,0.09285714285714286
8764,97.0,9.0,0.09278350515463918
13457,54.0,5.0,0.09259259259259259
7442,54.0,5.0,0.09259259259259259
8985,54.0,5.0,0.09259259259259259
13212,54.0,5.0,0.09259259259259259
5067,65.0,6.0,0.09230769230769231
9850,76.0,7.0,0.09210526315789473
13915,403.0,37.0,0.09181141439205956
1872,153.0,14.0,0.0915032679738562
2040,853.0,78.0,0.0914419695193435
13892,372.0,34.0,0.0913978494623656
9372,493.0,45.0,0.09127789046653144
6704,22.0,2.0,0.09090909090909091
5220,187.0,17.0,0.09090909090909091
2704,22.0,2.0,0.09090909090909091
6926,11.0,1.0,0.09090909090909091
10861,11.0,1.0,0.09090909090909091
12857,11.0,1.0,0.09090909090909091
5379,44.0,4.0,0.09090909090909091
4888,22.0,2.0,0.09090909090909091
6270,11.0,1.0,0.09090909090909091
2767,11.0,1.0,0.09090909090909091
11174,11.0,1.0,0.09090909090909091
13360,11.0,1.0,0.09090909090909091
4493,11.0,1.0,0.09090909090909091
4281,22.0,2.0,0.09090909090909091
13085,11.0,1.0,0.09090909090909091
4108,11.0,1.0,0.09090909090909091
1980,33.0,3.0,0.09090909090909091
13214,66.0,6.0,0.09090909090909091
6306,11.0,1.0,0.09090909090909091
4360,22.0,2.0,0.09090909090909091
11192,11.0,1.0,0.09090909090909091
13470,22.0,2.0,0.09090909090909091
1350,33.0,3.0,0.09090909090909091
194,11.0,1.0,0.09090909090909091
10618,55.0,5.0,0.09090909090909091
13771,11.0,1.0,0.09090909090909091
742,11.0,1.0,0.09090909090909091
7575,11.0,1.0,0.09090909090909091
13539,11.0,1.0,0.09090909090909091
3828,55.0,5.0,0.09090909090909091
14016,11.0,1.0,0.09090909090909091
14027,11.0,1.0,0.09090909090909091
12324,44.0,4.0,0.09090909090909091
112,11.0,1.0,0.09090909090909091
10434,11.0,1.0,0.09090909090909091
59,11.0,1.0,0.09090909090909091
3933,11.0,1.0,0.09090909090909091
7683,33.0,3.0,0.09090909090909091
3963,11.0,1.0,0.09090909090909091
623,55.0,5.0,0.09090909090909091
10551,11.0,1.0,0.09090909090909091
13919,22.0,2.0,0.09090909090909091
9621,22.0,2.0,0.09090909090909091
